GENEID	gene	e14.5	e17.5	p0	p3	p7	p10	p14	p21
ENSMUSG00000042918	Mamstr	97.91	77.56	57.13	127.89	135.2	170.53	145.32	143.82
ENSMUSG00000042938	Gm14117	131.72	100.57	142.32	118.47	121.03	118.43	185.29	137.59
ENSMUSG00000042942	Greb1l	44.4	19.69	17.12	29.16	16.81	36.73	19.67	33.4
ENSMUSG00000042961	Egflam	1214.28	3741.74	3428.7	18696.21	18072.99	20829.62	20976.38	19458.28
ENSMUSG00000042978	Sbk1	126.12	19.55	8.19	21.3	25.58	1.18	39.81	62.23
ENSMUSG00000042985	Upk3b	2.78	7.45	2.78	41.06	15.12	49.74	55.43	95.37
ENSMUSG00000042988	Notum	275.33	128.49	125.51	16.93	20.14	27.25	49.66	117.79
ENSMUSG00000042992	Borcs5	842.6	1124.9	1087.18	1587.87	1591.16	1726.46	1988.13	2170.81
ENSMUSG00000042997	Nhlrc3	177.14	332.59	444.3	442.76	311.46	304.39	252.62	391.23
ENSMUSG00000043003	Rasef	600.76	228.28	312.33	90.97	82.81	91.19	134.97	222.04
ENSMUSG00000043004	Gng2	13868.45	12967.46	14436.65	10360.69	9610.62	8444.14	7789.48	6844.04
ENSMUSG00000043008	Klhl6	82.67	16.5	14.12	89.03	95.84	170.49	136.55	75.35
ENSMUSG00000043013	Onecut1	58.95	18.31	14.2	17.66	21.54	47.36	19.68	15.44
ENSMUSG00000043015	Nemp2	757.13	954.57	1101.94	337.3	336.32	300.74	278.85	279.95
ENSMUSG00000043017	Ptgir	40.38	21.17	28.25	17.09	21.9	28.42	45.01	57.4
ENSMUSG00000043019	Edem3	396.31	397.91	426.58	1098.67	924.37	1095.39	1115.65	1083.41
ENSMUSG00000043020	Wdr63	21.8	34.63	53.71	28.67	32.04	33.16	100.19	105.69
ENSMUSG00000043029	Trpv3	3.51	4.68	3.79	5.75	4.34	9.47	11.82	10.44
ENSMUSG00000043036	Ccdc63	53.24	37.34	33.47	85.31	56.87	63.94	155.62	229.46
ENSMUSG00000043051	Disc1	60.88	54.33	49.5	54.77	54.2	48.56	56.72	40.33
ENSMUSG00000043059	Zfp513	362.19	423.68	387.97	480.3	489.35	448.77	374.58	387.98
ENSMUSG00000043061	Tmem18	2002.39	2460.35	3376.42	2053.28	2077.09	2394.5	3050.97	2988.82
ENSMUSG00000043065	Spice1	1951.27	2063.59	1618.27	1237.22	1363.03	1233.89	1255.74	1187.0
ENSMUSG00000043067	Dpy19l1	7258.88	8439.56	9244.85	4789.14	4550.41	4712.95	4792.27	5079.49
ENSMUSG00000043068	Fam89a	45.25	165.73	240.37	1242.06	1234.25	1040.95	537.73	491.76
ENSMUSG00000043079	Synpo	253.7	87.09	51.57	68.45	72.53	75.79	112.65	181.59
ENSMUSG00000043088	Il17re	14.61	10.38	6.57	9.07	10.33	11.84	12.38	22.41
ENSMUSG00000043090	Zfp866	3933.97	4399.54	3424.18	3850.36	3580.61	3630.63	2997.61	3489.49
ENSMUSG00000043091	Tuba1c	4861.7	4861.07	4851.85	610.57	705.22	344.61	155.94	161.2
ENSMUSG00000043099	Hic1	100.11	6.85	4.28	45.6	48.61	85.25	98.99	56.94
ENSMUSG00000043102	Qrfp	7.31	3.96	5.9	5.59	4.84	2.37	2.81	4.4
ENSMUSG00000043110	Lrrn4	10.99	13.63	19.11	1.22	3.4	1.18	3.58	1.28
ENSMUSG00000043131	Mob1a	35.91	6.36	9.0	4.54	7.52	2.37	8.82	9.09
ENSMUSG00000043140	Tmem186	1992.04	1929.36	1735.32	1427.4	1402.83	1168.84	1144.57	1307.49
ENSMUSG00000043153	Crppa	850.5	865.63	681.12	1255.6	1329.19	1418.7	1502.41	1270.38
ENSMUSG00000043154	Ppp2r3a	58.39	59.81	82.9	72.42	74.12	107.74	90.59	86.03
ENSMUSG00000043155	Hpdl	85.85	54.49	61.66	48.69	54.26	66.33	115.48	160.15
ENSMUSG00000043157	Arl11	11.72	3.9	8.15	23.9	27.28	39.07	19.41	14.1
ENSMUSG00000043162	Pyurf	1602.85	1707.17	1712.9	3103.34	3165.75	3303.87	3577.33	3408.36
ENSMUSG00000043165	Lor	10.53	15.85	6.57	23.24	24.56	26.06	19.93	15.55
ENSMUSG00000043183	Simc1	748.37	1015.55	826.64	739.75	785.31	547.02	641.16	674.77
ENSMUSG00000043190	Rfesd	755.82	821.93	1080.69	1021.47	1035.84	1031.37	954.2	814.74
ENSMUSG00000043207	Zmpste24	2294.7	2182.28	2806.32	2105.23	1871.62	2009.55	1884.67	1881.77
ENSMUSG00000043226	Olfr1009	11.27	7.02	7.06	7.13	4.61	2.37	7.73	5.73
ENSMUSG00000043230	Fam124b	13.93	2.16	4.92	10.13	13.06	41.44	30.65	8.0
ENSMUSG00000043241	Upf2	81.66	117.02	121.2	67.0	122.99	67.5	111.2	143.89
ENSMUSG00000043243	Fam129c	34.54	39.71	38.72	43.26	49.16	36.72	32.24	29.74
ENSMUSG00000043251	Exoc3l	204.78	200.11	153.64	343.31	367.74	600.38	563.71	437.94
ENSMUSG00000043252	Tmem64	2202.13	1736.59	1905.37	1182.33	1006.6	1077.55	1065.11	1047.98
ENSMUSG00000043257	Pigv	17.16	16.99	33.16	18.15	11.89	14.2	6.32	3.83
ENSMUSG00000043259	Fam13c	246.34	271.6	265.59	247.22	327.5	314.97	641.61	696.0
ENSMUSG00000043262	Uevld	213.28	209.85	246.71	148.24	144.65	208.3	218.1	194.93
ENSMUSG00000043274	Olfr1123	4.98	4.26	4.96	1.22	3.56	1.19	2.43	2.91
ENSMUSG00000043279	Trim56	872.44	1176.91	1512.37	417.53	598.03	549.52	480.69	677.53
ENSMUSG00000043282	Teddm1b	15.8	13.57	8.15	7.86	5.43	4.74	6.77	4.52
ENSMUSG00000043284	Tmem11	215.03	175.89	173.05	125.62	107.16	61.56	57.58	55.11
ENSMUSG00000043286	Pnpla1	12.91	7.32	8.15	6.64	5.94	2.37	5.37	9.34
ENSMUSG00000043289	Mei4	78.49	131.66	89.87	87.08	75.01	79.33	99.78	101.73
ENSMUSG00000043290	Zfp784	177.59	187.81	291.55	722.94	695.07	762.58	785.85	778.97
ENSMUSG00000043298	Smco3	5.15	4.32	6.04	88.37	72.96	136.15	151.93	88.06
ENSMUSG00000043300	B3galnt1	2350.51	2719.08	2901.25	2109.4	2083.43	2405.19	3035.98	3153.83
ENSMUSG00000043301	Kcnj6	1.47	4.25	17.77	143.21	98.5	188.31	297.17	248.84
ENSMUSG00000043308	Vmn1r75	29.16	14.82	5.45	10.29	4.92	11.84	12.9	8.66
ENSMUSG00000043310	Olfr571	4.25	6.85	3.76	8.75	6.8	4.74	7.92	7.0
ENSMUSG00000043311	D17H6S53E	1075.27	1149.33	1311.24	1655.73	1473.78	1596.26	1344.64	1419.26
ENSMUSG00000043313	Pcdhb19	392.73	845.07	749.15	1280.62	1427.24	1085.91	1471.21	1183.48
ENSMUSG00000043314	Olfr30	7.47	3.91	0.53	7.13	1.76	7.1	4.28	8.33
ENSMUSG00000043323	Fbrsl1	403.38	393.29	333.04	339.01	412.62	345.75	324.77	366.15
ENSMUSG00000043331	Olfr975	29.28	18.97	10.36	83.37	92.74	138.52	294.79	353.84
ENSMUSG00000043333	Rhbdl2	12.17	13.03	8.97	7.13	13.83	10.64	9.05	3.64
ENSMUSG00000043336	Filip1l	241.58	563.55	694.07	2387.21	2332.86	2195.42	2378.74	2376.97
ENSMUSG00000043346	Gm6741	124.75	157.36	100.78	140.22	106.57	93.49	165.84	191.19
ENSMUSG00000043366	Olfr78	6.74	2.58	2.21	1.22	0.86	1.18	4.35	5.18
ENSMUSG00000043372	Hexim2	339.04	659.81	715.93	1033.0	1037.31	1158.2	1090.67	1437.18
ENSMUSG00000043383	Olfr1342	7.19	3.72	2.18	2.1	2.96	3.55	3.84	4.16
ENSMUSG00000043384	Gprasp1	15684.25	16909.57	20418.6	27777.44	24698.41	27987.61	39554.87	39380.77
ENSMUSG00000043385	Olfr267	5.83	1.62	1.09	1.05	1.33	1.18	0.77	2.22
ENSMUSG00000043388	Tmem130	1007.53	3126.73	2144.79	3187.29	3677.63	3367.51	6045.43	5616.31
ENSMUSG00000043391	2510009E07Rik	7526.3	9716.86	8145.71	12618.92	13887.11	13821.9	15882.99	13046.6
ENSMUSG00000043398	Gpr135	175.78	230.57	259.22	304.1	301.0	337.47	501.43	511.68
ENSMUSG00000043410	Hfm1	352.68	351.01	610.94	268.69	294.43	369.5	307.18	224.79
ENSMUSG00000043411	Usp48	2633.98	2624.21	2324.28	1945.0	2090.7	1804.7	1831.79	1946.37
ENSMUSG00000043415	Otud1	574.18	1063.84	1038.81	720.88	771.73	549.47	544.84	747.61
ENSMUSG00000043418	Lrit2	56.06	553.83	499.83	6168.12	6291.17	7246.39	12177.22	14603.71
ENSMUSG00000043419	Rnf227	1399.26	2521.56	3061.99	2276.76	2173.29	2346.96	2709.55	3195.02
ENSMUSG00000043421	Hilpda	585.61	685.72	565.16	616.14	635.04	676.18	810.94	975.95
ENSMUSG00000043432	Leng9	91.97	153.14	172.79	417.51	411.03	440.53	472.23	499.01
ENSMUSG00000043439	Epop	276.3	377.57	262.68	144.26	178.06	97.11	93.37	143.25
ENSMUSG00000043441	Gpr149	22.71	48.32	79.18	103.76	100.91	193.0	271.36	291.54
ENSMUSG00000043445	Pgp	2398.49	2910.63	2783.33	2651.06	2763.05	2852.44	3403.1	3317.52
ENSMUSG00000043448	Gjc2	2.49	2.28	1.09	5.59	8.58	3.55	13.8	18.79
ENSMUSG00000043456	Zfp536	2957.85	3623.99	3219.35	5760.07	6097.2	4771.27	3572.88	2772.91
ENSMUSG00000043458	Pcdhb12	49.78	171.59	199.37	495.88	535.14	566.03	680.55	716.36
ENSMUSG00000043460	Elfn2	34.94	288.55	340.54	1198.3	1094.0	1194.82	1926.86	2389.11
ENSMUSG00000043463	Rab9b	1365.35	1651.92	1589.48	1738.1	1742.27	1860.4	1896.43	1520.03
ENSMUSG00000043467	Zbtb37	2480.54	2763.87	2509.25	2611.02	2846.0	2422.78	2555.59	2136.34
ENSMUSG00000043487	Acot6	320.02	284.13	276.95	339.76	288.37	297.22	262.93	245.45
ENSMUSG00000043496	Tril	1271.73	3509.14	2328.01	2248.96	2349.81	2505.58	2578.44	1528.89
ENSMUSG00000043501	Lgals2	0.74	2.16	1.62	3.48	1.68	3.55	2.55	4.49
ENSMUSG00000043505	Gimap5	7.47	0.48	2.11	17.82	16.04	37.88	19.85	15.68
ENSMUSG00000043510	Hscb	23.44	16.91	50.28	18.38	15.21	15.38	21.51	31.44
ENSMUSG00000043518	Rai2	64.9	142.73	144.15	182.49	260.92	247.48	319.26	372.44
ENSMUSG00000043531	Sorcs1	4407.99	6596.43	6842.65	3543.09	3357.52	3161.7	4126.44	4183.95
ENSMUSG00000043535	Setx	10794.13	11202.3	11798.99	10481.46	11101.76	9627.29	9690.73	9530.5
ENSMUSG00000043541	Casc1	31.6	53.51	61.43	104.41	103.7	126.73	117.74	125.35
ENSMUSG00000043542	Zc2hc1a	3599.53	4834.79	4899.94	4435.08	4720.65	4145.71	4645.55	3791.65
ENSMUSG00000043549	Fam90a1b	1.76	5.4	8.19	14.66	14.55	15.39	19.92	14.25
ENSMUSG00000043557	Mdga1	381.92	469.27	434.44	380.49	603.1	197.75	448.43	486.22
ENSMUSG00000043572	Pars2	787.62	819.31	781.33	552.23	536.69	566.05	524.12	545.58
ENSMUSG00000043587	Pxylp1	675.36	834.39	919.67	901.22	802.02	753.15	831.42	811.82
ENSMUSG00000043602	Zfp3	399.13	451.61	573.67	788.09	756.64	768.47	702.97	640.99
ENSMUSG00000043605	Olfr13	3.23	6.07	1.65	3.48	2.46	3.55	2.3	2.27
ENSMUSG00000043614	Vps37d	10.3	18.47	38.67	54.72	51.38	10.64	6.37	12.22
ENSMUSG00000043621	Ubxn10	147.35	176.43	274.54	610.76	493.78	712.94	577.46	455.37
ENSMUSG00000043623	4933412A08Rik	2.78	5.35	4.32	1.22	3.9	5.92	3.91	4.1
ENSMUSG00000043629	1700019D03Rik	143.67	195.61	260.05	154.06	58.78	114.83	99.7	182.36
ENSMUSG00000043631	Ecm2	68.58	24.06	33.58	48.92	52.91	113.67	136.39	113.8
ENSMUSG00000043633	Fam221b	12.63	15.84	12.43	15.22	28.7	16.58	27.83	27.84
ENSMUSG00000043635	Adamts3	115.81	150.09	148.25	821.48	978.52	1268.34	1918.86	2034.37
ENSMUSG00000043639	Rbm20	170.34	400.57	684.0	1006.55	1002.44	875.04	1429.67	1595.86
ENSMUSG00000043648	Pld6	47.91	58.93	75.79	53.22	42.15	54.49	42.33	25.42
ENSMUSG00000043659	Npsr1	1.47	4.2	4.36	13.61	2.98	4.74	34.21	26.68
ENSMUSG00000043661	Gm9785	4.53	2.64	2.78	6.8	10.8	11.84	7.47	7.38
ENSMUSG00000043664	Tmem221	0.74	0.6	0.53	2.27	2.31	1.19	2.81	10.31
ENSMUSG00000043668	Tox3	1600.39	2620.07	3419.55	1621.42	1834.7	973.25	877.31	799.53
ENSMUSG00000043670	Diras1	572.66	1157.3	995.89	1384.1	1440.21	1604.42	2534.8	3972.0
ENSMUSG00000043671	Dpy19l3	168.58	149.66	173.85	151.72	113.62	91.18	114.7	86.84
ENSMUSG00000043673	Kcns3	9.06	18.08	18.41	7.69	8.91	17.78	59.57	114.36
ENSMUSG00000043683	Fem1a	3441.08	3584.97	3589.77	3721.35	3965.66	3051.62	2522.24	2255.9
ENSMUSG00000043687	1190005I06Rik	75.94	162.95	194.94	1051.28	1170.87	1647.19	1929.87	1931.88
ENSMUSG00000043702	Pde12	1063.51	1157.73	1305.36	1362.51	1283.52	1237.37	1256.8	1256.45
ENSMUSG00000043716	Rpl7	1096.68	670.01	584.05	299.74	524.44	368.38	316.29	273.83
ENSMUSG00000043719	Col6a6	57.47	12.91	11.31	9.8	11.45	7.11	17.37	14.6
ENSMUSG00000043733	Ptpn11	7517.09	8140.93	8579.81	8019.07	9199.01	9068.31	9673.78	11204.29
ENSMUSG00000043753	Dmrta1	37.83	31.2	17.32	38.8	41.9	34.35	23.05	20.35
ENSMUSG00000043770	Gm12481	460.89	653.77	443.36	451.44	567.76	478.4	504.16	435.89
ENSMUSG00000043782	Bicdl2	11.55	4.21	0.53	2.27	1.41	3.55	1.09	3.24
ENSMUSG00000043789	Vwce	34.94	15.24	15.21	10.29	12.19	7.11	8.81	4.47
ENSMUSG00000043795	Prr33	11.89	10.02	8.19	5.75	3.87	1.19	2.93	1.61
ENSMUSG00000043801	Oaz1-ps	1480.71	1515.82	1533.58	1727.31	1963.65	2475.33	2196.13	2269.49
ENSMUSG00000043807	Ly6g5b	14.33	8.17	16.97	11.51	15.01	8.29	3.51	2.58
ENSMUSG00000043811	Rtn4r	36.98	50.23	41.88	42.61	51.79	35.51	69.61	79.86
ENSMUSG00000043822	Adamtsl5	10.25	11.7	11.6	5.92	6.1	7.11	64.25	205.15
ENSMUSG00000043831	Lysmd4	448.78	678.19	755.96	1349.93	1810.15	1837.91	1559.75	1331.77
ENSMUSG00000043832	Clec4a3	3.96	1.56	0.56	4.86	3.25	7.11	3.39	6.7
ENSMUSG00000043843	Tmem145	101.31	176.98	139.65	324.91	326.86	344.59	475.28	449.86
ENSMUSG00000043850	Clrn1	32.74	66.95	64.46	292.03	280.76	361.21	303.01	223.44
ENSMUSG00000043857	Mgat5b	911.29	1218.92	865.42	1727.8	1786.42	1265.83	902.72	954.43
ENSMUSG00000043866	Taf10	3301.02	3346.01	3135.6	3122.87	3134.96	3588.02	3033.19	2836.95
ENSMUSG00000043872	Zmym1	2181.21	2260.87	2409.62	1099.18	1178.32	992.36	944.46	1055.97
ENSMUSG00000043880	Olfr323	24.75	14.36	9.2	17.26	13.6	20.14	21.84	17.65
ENSMUSG00000043881	Kbtbd7	2886.01	4049.15	3252.41	4837.58	5489.2	4630.16	6122.06	5713.49
ENSMUSG00000043885	Slc36a4	3013.38	3798.82	4276.42	3340.39	3427.14	3187.81	4173.39	4468.17
ENSMUSG00000043889	Gm8399	14.33	19.99	20.17	13.28	17.89	13.02	10.16	10.48
ENSMUSG00000043895	S1pr2	718.41	1434.06	1200.46	556.37	531.25	296.07	194.68	180.36
ENSMUSG00000043897	Vmn2r2	41.11	13.02	10.4	2.27	5.29	14.2	6.37	16.41
ENSMUSG00000043903	Zfp469	66.15	10.45	3.27	5.43	4.89	11.85	7.28	13.7
ENSMUSG00000043909	Trp53bp1	9959.83	8240.54	6096.78	6740.6	7045.7	5373.88	5499.05	4834.54
ENSMUSG00000043913	Ccdc60	171.82	121.46	104.83	46.75	41.31	26.06	31.12	35.92
ENSMUSG00000043923	Ccdc84	258.75	187.03	243.02	110.0	122.7	150.41	99.44	121.25
ENSMUSG00000043924	Ncmap	0.74	5.11	8.57	6.31	8.0	27.24	26.89	39.21
ENSMUSG00000043929	Klhl15	1672.56	1748.93	1704.53	1809.56	1608.97	1810.62	2337.34	2654.38
ENSMUSG00000043939	A530064D06Rik	35.67	32.05	26.3	16.21	14.44	11.84	19.03	22.82
ENSMUSG00000043940	Wdfy3	1861.01	1557.98	833.06	864.46	1213.54	992.4	1002.23	1230.02
ENSMUSG00000043943	Naalad2	29.73	6.66	7.66	85.21	71.05	187.11	244.01	158.07
ENSMUSG00000043948	Olfr691	26.22	12.61	10.15	9.07	7.35	10.66	6.39	7.62
ENSMUSG00000043953	Ccrl2	7.76	4.08	8.79	14.01	19.35	33.16	48.84	40.0
ENSMUSG00000043962	Thrap3	1384.17	1170.77	1188.27	614.55	667.34	577.82	513.31	550.84
ENSMUSG00000043964	Orai3	101.13	60.2	45.47	17.09	32.84	46.17	31.28	30.59
ENSMUSG00000043972	Opn5	12.29	17.58	10.26	2.27	3.37	1.19	4.53	9.23
ENSMUSG00000043987	Cep164	1631.1	1644.87	1391.02	1029.58	1308.31	1111.87	1663.45	3684.75
ENSMUSG00000043991	Pura	1398.66	2010.51	1623.53	3294.39	3280.45	3676.89	6605.44	6900.41
ENSMUSG00000043998	Mgat2	2935.26	2984.44	3092.16	2907.1	2876.0	2909.58	2529.48	2459.2
ENSMUSG00000043999	Gpr75	90.49	157.08	130.17	272.9	248.08	316.17	422.81	427.61
ENSMUSG00000044005	Gls2	25.65	26.01	26.47	22.12	22.14	36.72	83.72	151.84
ENSMUSG00000044006	Cilp2	35.28	110.42	107.26	190.77	198.79	171.69	153.68	109.01
ENSMUSG00000044014	Npy5r	6.74	18.74	24.42	43.17	23.83	20.12	44.75	33.86
ENSMUSG00000044017	Adgrd1	14.9	7.74	5.97	8.02	3.32	4.73	6.27	3.17
ENSMUSG00000044018	Mrpl50	3700.5	4133.48	4276.98	3192.2	3515.2	3004.33	2736.74	2438.24
ENSMUSG00000044022	Pcdhb21	297.65	657.22	619.82	942.99	889.03	661.95	736.32	665.58
ENSMUSG00000044024	Rell2	140.95	641.57	695.23	779.39	715.36	1164.0	1715.36	2268.44
ENSMUSG00000044026	Slc35g1	1295.07	882.27	924.68	261.0	267.39	256.98	317.45	378.05
ENSMUSG00000044030	Irf2bp1	2076.82	2391.23	1795.07	1914.16	2111.63	1848.35	1799.02	2117.34
ENSMUSG00000044033	Ccdc141	173.73	169.95	315.43	400.72	293.64	737.79	1156.17	1518.31
ENSMUSG00000044034	Npb	6.0	6.36	5.97	4.54	4.53	4.74	11.37	14.93
ENSMUSG00000044037	Als2cl	39.98	12.13	19.42	31.59	34.67	59.21	64.75	67.21
ENSMUSG00000044042	Fmn1	195.83	456.44	595.62	1882.19	1625.5	4355.66	9473.79	12585.11
ENSMUSG00000044043	Pcdhb14	216.44	496.94	530.27	1404.81	1212.36	1246.75	1552.56	1354.98
ENSMUSG00000044052	Ccr10	23.56	18.55	14.12	17.98	21.44	27.24	31.69	36.91
ENSMUSG00000044055	Otos	1.76	2.88	1.65	8.02	9.74	11.84	15.64	17.49
ENSMUSG00000044056	Efcab9	14.04	17.65	11.35	4.54	5.75	2.37	8.49	7.24
ENSMUSG00000044066	Cep68	440.36	450.88	331.16	382.88	359.58	362.33	196.14	166.2
ENSMUSG00000044067	Gpr22	338.08	648.13	589.39	1113.79	1059.27	1119.05	2010.03	2621.43
ENSMUSG00000044068	Zrsr1	448.22	689.4	794.67	1183.29	1247.81	1483.61	2020.84	2462.97
ENSMUSG00000044071	Tafa2	815.91	643.19	758.46	1453.62	1205.0	1373.59	1712.11	1596.39
ENSMUSG00000044072	Eml6	568.25	1381.23	1221.35	2659.08	2720.87	2839.76	2819.22	2733.08
ENSMUSG00000044080	S100a1	131.95	165.18	189.67	262.05	182.62	535.33	709.33	909.25
ENSMUSG00000044092	C130050O18Rik	9.8	8.7	4.92	12.0	7.35	3.55	10.79	9.06
ENSMUSG00000044098	Rsbn1	577.23	578.94	313.66	418.09	497.44	362.37	402.62	528.96
ENSMUSG00000044103	Il1f9	44.11	23.66	17.95	23.57	13.28	8.29	20.96	21.76
ENSMUSG00000044117	Bmerb1	15.75	21.65	13.34	48.55	33.46	61.57	63.31	92.16
ENSMUSG00000044122	Proca1	25.15	29.07	38.01	48.52	37.34	47.38	49.53	54.6
ENSMUSG00000044134	Pheta1	1643.77	1667.59	1589.97	1368.83	1691.11	1081.15	743.18	612.11
ENSMUSG00000044139	Prss53	20.27	19.64	11.94	8.02	13.31	20.13	18.32	22.88
ENSMUSG00000044141	E130201H02Rik	14.78	19.08	30.53	26.33	16.07	9.48	9.63	4.12
ENSMUSG00000044145	1810024B03Rik	165.36	115.76	96.61	96.65	94.43	88.81	70.5	67.53
ENSMUSG00000044147	Arf6	4260.2	3598.21	3422.69	2859.72	2786.73	2779.21	2498.71	2627.57
ENSMUSG00000044148	1810030O07Rik	1590.31	1520.91	1540.9	1516.24	1367.27	1316.89	1033.1	1091.06
ENSMUSG00000044149	Nkrf	781.72	806.05	844.76	1081.36	976.67	1109.52	1545.18	1597.6
ENSMUSG00000044150	Bclaf3	832.61	830.61	1062.52	714.69	687.21	614.45	679.71	687.57
ENSMUSG00000044155	Lsm8	797.23	596.63	868.85	541.52	503.93	428.57	312.07	261.99
ENSMUSG00000044156	Hepacam2	23.73	15.74	19.11	17.26	6.25	17.76	7.29	13.41
ENSMUSG00000044162	Tnip3	13.36	5.64	7.62	10.78	7.35	5.93	6.45	8.21
ENSMUSG00000044164	Rnf182	375.51	410.4	579.59	1131.23	1054.3	422.71	444.85	421.05
ENSMUSG00000044165	Bcl2l15	1.76	2.58	3.34	3.32	4.34	1.19	12.13	14.93
ENSMUSG00000044167	Foxo1	174.93	265.4	197.12	223.82	373.12	283.0	507.16	486.86
ENSMUSG00000044170	Olfr1384	2.04	2.16	2.11	3.32	2.35	3.55	1.34	2.18
ENSMUSG00000044176	Spink10	15.63	12.42	16.3	8.91	5.79	5.92	8.87	4.47
ENSMUSG00000044177	Wfikkn2	124.36	347.5	222.68	326.64	246.37	406.18	586.29	976.16
ENSMUSG00000044197	Gpr146	108.62	301.55	271.52	379.21	298.9	370.62	583.86	924.31
ENSMUSG00000044199	S1pr4	7.76	4.45	4.99	7.53	12.43	11.84	15.25	15.77
ENSMUSG00000044201	Cdc25c	1904.56	1640.14	2377.5	138.3	170.51	91.16	145.91	85.24
ENSMUSG00000044216	Kcnj4	24.75	21.42	27.54	5.92	6.22	5.92	12.26	27.99
ENSMUSG00000044217	Aqp5	3.68	4.08	2.67	11.74	14.33	43.79	50.85	88.78
ENSMUSG00000044221	Grsf1	4965.24	5800.3	6522.65	4792.32	5032.04	4319.91	4344.76	4818.91
ENSMUSG00000044224	Dnajc21	1441.33	1500.73	1618.47	916.73	1022.24	923.66	871.0	1203.44
ENSMUSG00000044229	Nxpe4	525.51	490.16	532.59	438.98	406.93	612.17	715.99	694.86
ENSMUSG00000044231	Nhlrc1	316.51	514.49	473.05	657.6	668.86	651.3	704.33	842.41
ENSMUSG00000044243	Bhlha9	0.74	3.18	2.18	12.56	14.03	17.76	16.91	11.17
ENSMUSG00000044244	Il20rb	19.48	28.46	72.9	35.57	42.04	33.17	18.64	19.36
ENSMUSG00000044250	Pced1b	38.85	41.11	51.01	29.49	37.36	16.58	40.29	55.22
ENSMUSG00000044252	Osbpl1a	1636.6	2384.85	2676.65	2510.75	2336.33	2815.95	4486.57	5506.8
ENSMUSG00000044254	Pcsk9	77.92	28.08	26.18	237.01	215.94	357.57	570.49	427.97
ENSMUSG00000044258	Ctla2a	48.31	16.44	16.65	148.56	125.63	354.11	492.5	405.64
ENSMUSG00000044279	Crb3	16.54	12.85	17.39	28.51	28.12	28.41	30.97	48.55
ENSMUSG00000044285	Ubb-ps	89.53	240.99	210.6	130.37	197.26	76.97	253.65	282.68
ENSMUSG00000044287	Nrn1l	8.04	38.47	51.46	582.8	562.82	997.0	1054.33	826.13
ENSMUSG00000044288	Cnr1	6899.69	3547.34	3581.87	3632.0	3142.13	3165.25	3981.07	3755.17
ENSMUSG00000044293	Olfr794	16.82	17.22	20.2	3.32	10.59	11.83	13.35	9.96
ENSMUSG00000044296	Zfp879	103.18	148.0	174.1	182.92	169.56	213.13	279.64	374.96
ENSMUSG00000044303	Cdkn2a	5.72	17.04	19.11	5.43	13.99	2.37	4.72	2.89
ENSMUSG00000044308	Ubr3	1660.25	2396.94	2171.22	2826.75	3439.55	2582.64	3631.05	3364.56
ENSMUSG00000044313	Mab21l3	64.04	93.97	58.56	2.43	6.17	3.55	2.8	15.26
ENSMUSG00000044317	Gpr4	36.02	25.17	16.79	16.37	15.93	30.78	26.82	24.17
ENSMUSG00000044320	1700001O22Rik	86.98	101.11	118.95	35.64	31.38	34.33	54.63	117.82
ENSMUSG00000044322	Dsc1	2.78	0.54	1.65	2.27	1.05	1.18	1.27	3.26
ENSMUSG00000044328	Trp53i13	71.24	54.38	36.29	20.41	28.81	15.4	22.92	25.24
ENSMUSG00000044337	Ackr3	427.83	67.37	103.58	73.64	70.01	95.9	142.6	258.45
ENSMUSG00000044338	Aplnr	116.83	24.38	65.57	862.59	894.97	2067.61	1397.3	304.97
ENSMUSG00000044339	Alkbh2	176.8	149.61	194.67	136.89	130.94	107.8	121.57	100.84
ENSMUSG00000044340	Phlpp1	2959.45	3733.25	3091.94	2975.7	3368.03	2502.2	3396.98	3710.79
ENSMUSG00000044345	Marveld1	745.65	631.0	671.22	303.63	248.1	253.42	203.06	214.6
ENSMUSG00000044348	Slc25a53	894.75	904.8	1351.52	907.02	918.03	973.31	972.86	912.25
ENSMUSG00000044349	Snhg11	283.55	568.13	275.01	463.67	335.98	343.4	672.68	825.4
ENSMUSG00000044352	Sowaha	1025.38	958.95	984.9	1699.86	1778.84	1302.57	1150.98	877.76
ENSMUSG00000044359	P2ry4	10.7	6.55	8.68	4.37	4.18	3.55	5.62	8.66
ENSMUSG00000044361	BC024139	3.51	3.36	6.61	1.22	1.13	1.19	0.51	0.64
ENSMUSG00000044362	Ccdc89	164.18	119.42	161.86	194.84	167.31	131.44	157.44	127.61
ENSMUSG00000044364	Tmem74b	141.97	206.27	142.41	185.25	183.64	166.97	121.0	104.51
ENSMUSG00000044365	Cxxc4	1069.7	1816.16	2006.85	2832.82	3031.75	2909.61	3277.32	2747.33
ENSMUSG00000044367	Slc16a13	498.56	419.0	247.2	264.9	283.49	176.43	139.67	98.16
ENSMUSG00000044375	Pcare	14.33	294.57	541.12	8651.04	7955.46	10632.0	11139.74	13243.49
ENSMUSG00000044378	Slc15a5	16.08	10.45	10.18	4.7	7.81	15.4	7.54	10.09
ENSMUSG00000044390	Tigd3	549.92	853.94	783.22	219.84	250.45	189.48	130.86	108.79
ENSMUSG00000044393	Dsg2	18.01	11.82	19.46	5.59	13.44	13.03	26.06	29.28
ENSMUSG00000044408	Sptssa	4660.77	7498.86	8299.79	4152.0	5119.12	4311.56	4655.16	3926.49
